City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
130,la ronge,90,CA,1571195598,80,55.1,-105.3,35.86999999999996,2.6
131,raudeberg,82,NO,1571195598,62,61.99,5.14,53.86999999999996,5.1
132,isfana,0,KG,1571195598,71,39.84,69.53,53.86999999999996,2.0
133,ribeira grande,100,PT,1571195599,96,38.52,-28.7,66.38000000000005,10.289
134,namatanai,100,PG,1571195599,70,-3.66,152.44,84.01999999999995,2.731
135,darhan,88,MN,1571195599,29,49.49,105.92,43.88000000000004,4.506
136,paita,99,PE,1571195599,69,-5.09,-81.11,67.45999999999998,2.663
137,damietta,0,EG,1571195600,88,31.42,31.81,75.46999999999997,1.5
138,ancud,73,CL,1571195600,80,-41.87,-73.83,51.25999999999998,4.535
139,kiunga,99,PG,1571195600,56,-6.12,141.3,89.41999999999996,1.43
140,kungalv,90,SE,1571195601,100,57.87,11.98,54.266000000000005,2.6
141,pabrade,100,LT,1571195601,82,55.0,25.78,58.26199999999996,5.7
142,tommot,97,RU,1571195601,87,58.97,126.27,31.45999999999998,1.317
143,banjar,100,ID,1571195601,73,-7.37,108.54,79.51999999999995,2.32
144,riyadh,35,SA,1571195602,60,24.63,46.72,73.66999999999996,1.0
145,kahului,40,US,1571195602,61,20.89,-156.47,82.66999999999996,8.2
146,new norfolk,40,AU,1571195602,33,-42.78,147.06,64.27400000000002,3.1
147,port blair,40,IN,1571195602,74,11.67,92.75,86.26999999999995,3.6
148,arman,0,RU,1571195602,59,59.7,150.17,33.44000000000002,7.297
149,bazarnyy syzgan,32,RU,1571195603,79,53.75,46.75,34.34000000000002,3.597
150,aklavik,90,CA,1571195603,85,68.22,-135.01,21.469999999999956,3.6
151,poum,0,MK,1571195603,87,41.28,20.71,50.54000000000002,0.698
152,sitka,0,US,1571195603,50,37.17,-99.65,48.272000000000034,2.68
153,turayf,75,SA,1571195604,49,31.68,38.65,71.86999999999996,5.7
154,san jeronimo,66,PE,1571195604,94,-13.65,-73.37,49.45999999999998,1.299
155,santa rosa,99,AR,1571195604,82,-36.62,-64.29,44.95999999999998,3.576
156,moose jaw,75,CA,1571195604,81,50.4,-105.54,36.266000000000005,3.6
157,angoche,14,MZ,1571195605,87,-16.23,39.91,70.7,2.103
158,pomabamba,57,PE,1571195605,89,-8.82,-77.46,42.8,2.341
159,coihaique,100,CL,1571195606,92,-45.58,-72.07,39.91999999999996,0.626
160,victoria,75,BN,1571195606,74,5.28,115.24,88.06999999999996,1.0
161,kodiak,1,US,1571195606,63,39.95,-94.76,48.469999999999956,4.6
162,geraldton,90,CA,1571195607,86,49.72,-86.95,41.26999999999996,2.6
163,georgetown,20,GY,1571195607,100,6.8,-58.16,75.46999999999997,4.355
164,talnakh,75,RU,1571195607,92,69.49,88.39,17.86999999999996,11.0
165,isiro,100,CD,1571195607,98,2.77,27.62,66.01999999999995,0.416
166,fairbanks,75,US,1571195608,48,64.84,-147.72,32.26999999999996,2.6
167,billings,40,US,1571195608,55,45.79,-108.5,48.272000000000034,2.6
168,nabire,14,ID,1571195608,57,-3.36,135.5,88.15999999999998,2.527
169,nouadhibou,100,MR,1571195608,73,20.93,-17.03,77.26999999999995,5.7
170,pangnirtung,100,CA,1571195609,57,66.15,-65.72,31.28000000000004,1.421
171,sheltozero,100,RU,1571195609,77,61.37,35.37,38.11999999999996,4.577
172,pasighat,0,IN,1571195609,59,28.06,95.33,77.54000000000002,1.208
173,road town,1,VG,1571195609,78,18.42,-64.62,81.26600000000002,4.632
174,sovetskaya gavan,100,RU,1571195609,51,48.97,140.29,44.41999999999996,4.31
175,ilulissat,77,GL,1571195610,38,69.22,-51.1,23.26999999999996,3.1
176,salalah,20,OM,1571195610,74,17.01,54.1,79.06999999999996,1.5
177,sydney,56,AU,1571195610,72,-33.85,151.22,82.27400000000002,3.6
178,nuuk,15,GL,1571195611,34,64.17,-51.74,34.06999999999996,3.1
179,ostrovnoy,84,RU,1571195611,89,68.05,39.51,29.11999999999996,3.074
180,bubaque,100,GW,1571195611,77,11.28,-15.83,82.4,3.388
181,solok,9,ID,1571195611,71,-0.79,100.66,79.34000000000003,1.16
182,katobu,68,ID,1571195612,40,-4.94,122.53,94.1,2.277
183,cidreira,95,BR,1571195612,82,-30.17,-50.22,66.2,11.717
184,toora-khem,0,RU,1571195612,52,52.47,96.11,42.25999999999998,0.938
185,katsuura,40,JP,1571195612,49,33.93,134.5,72.26600000000002,6.2
186,esperance,40,AU,1571195613,63,-33.86,121.89,61.069999999999965,6.7
187,shingu,20,JP,1571195613,46,33.72,135.99,73.66999999999996,4.1
188,santa cruz del sur,22,CU,1571195613,71,20.71,-78.0,83.48000000000005,1.499
189,nanortalik,0,GL,1571195613,61,60.14,-45.24,38.84000000000002,1.181
190,mayo,90,CA,1571195613,92,63.59,-135.9,23.26999999999996,2.1
191,airai,8,TL,1571195614,30,-8.93,125.41,85.64000000000001,3.875
192,souillac,67,FR,1571195614,87,45.6,-0.6,53.86999999999996,3.6
193,tura,100,RU,1571195614,94,64.27,100.22,38.84000000000002,4.21
194,tyler,40,US,1571195615,94,32.35,-95.3,73.66999999999996,2.6
195,khatanga,100,RU,1571195615,94,71.98,102.47,12.74000000000002,5.302
196,harrisonburg,1,US,1571195615,93,38.45,-78.87,57.272000000000034,2.433
197,luang prabang,75,LA,1571195615,74,19.89,102.14,79.06999999999996,2.1
198,faya,0,SA,1571195616,46,18.39,42.45,59.26999999999996,3.494
199,kavieng,54,PG,1571195616,69,-2.57,150.8,83.84000000000003,0.863
200,richards bay,36,ZA,1571195616,84,-28.77,32.06,68.35999999999999,2.291
201,saint-augustin,75,CA,1571195616,81,45.63,-73.98,50.26999999999996,2.071
202,batemans bay,100,AU,1571195617,72,-35.71,150.18,75.27200000000005,0.89
203,hami,100,CN,1571195617,40,42.84,93.51,55.940000000000026,2.97
204,robertsport,41,LR,1571195617,85,6.75,-11.37,79.34000000000003,3.52
205,padang,9,ID,1571195618,71,-0.92,100.36,79.34000000000003,1.16
206,takhtamygda,30,RU,1571195618,47,54.1,123.57,41.35999999999998,0.777
207,iquitos,62,PE,1571195618,88,-3.75,-73.25,75.46999999999997,0.876
208,porto novo,20,BR,1571195618,82,-23.68,-45.44,66.46999999999997,1.0
209,boda,100,CF,1571195618,95,4.32,17.47,69.08000000000004,0.899
210,tamasopo,49,MX,1571195619,99,21.92,-99.39,65.11999999999996,0.688
211,lata,0,IN,1571195619,48,30.78,78.62,38.3,1.398
212,broome,47,GB,1571195619,100,52.47,1.45,52.26799999999999,1.5
213,yulara,33,AU,1571195620,24,-25.24,130.99,82.66999999999996,5.7
214,nsukka,75,NG,1571195620,94,6.86,7.39,75.46999999999997,1.426
215,margate,40,AU,1571195620,61,-43.03,147.26,64.27400000000002,3.1
216,kargasok,100,RU,1571195620,85,59.06,80.87,42.44000000000002,5.615
217,yumen,59,CN,1571195621,33,40.29,97.04,54.5,7.458
218,lasa,20,CY,1571195621,72,34.92,32.53,77.26999999999995,2.6
219,balikpapan,100,ID,1571195621,79,-1.24,116.86,83.65999999999998,2.367
220,maniitsoq,80,GL,1571195621,37,65.42,-52.9,35.6,1.22
221,paamiut,0,GL,1571195622,50,61.99,-49.67,35.95999999999998,3.675
222,anadyr,40,RU,1571195622,94,64.73,177.51,39.469999999999956,19.0
223,sao filipe,51,CV,1571195622,89,14.9,-24.5,76.45999999999998,3.775
224,kantang,20,TH,1571195622,83,7.42,99.52,84.46999999999997,1.0
225,chegdomyn,63,RU,1571195623,55,51.13,133.04,34.34000000000002,2.328
226,ballina,0,IE,1571195623,95,54.11,-9.15,52.26799999999999,1.34
227,lumatil,20,PH,1571195623,52,5.87,124.89,91.66999999999996,3.1
228,kandrian,31,PG,1571195623,64,-6.21,149.55,85.28000000000004,4.592
229,camacha,20,PT,1571195624,77,33.08,-16.33,64.66999999999996,2.1
230,hasaki,75,JP,1571195624,63,35.73,140.83,64.66999999999996,5.1
231,juba,90,EE,1571195624,86,57.82,26.93,41.26999999999996,5.1
232,sarangani,1,PH,1571195624,68,5.4,125.46,83.30000000000001,2.368
233,luau,100,CD,1571195625,95,-10.7,22.23,67.1,1.111
234,kavaratti,20,IN,1571195625,78,10.57,72.64,82.66999999999996,1.941
235,yarada,90,IN,1571195625,74,17.65,83.27,82.66999999999996,1.0
236,meybod,20,IR,1571195626,30,32.25,54.02,57.469999999999956,1.0
237,sisimiut,100,GL,1571195626,42,66.94,-53.67,26.24000000000002,5.384
238,carnarvon,24,ZA,1571195626,26,-30.97,22.13,58.280000000000044,3.752
239,tianpeng,100,CN,1571195626,89,28.88,112.34,55.400000000000006,4.567
240,prainha,100,BR,1571195627,92,-1.8,-53.48,75.38000000000005,0.108
241,vodnyy,91,RU,1571195627,87,63.51,53.41,31.819999999999958,4.01
242,san luis,96,AR,1571195627,57,-33.3,-66.34,51.440000000000026,8.526
243,vila velha,75,BR,1571195627,74,-3.71,-38.6,80.86999999999996,6.2
244,vondrozo,92,MG,1571195628,93,-22.82,47.32,65.84000000000003,2.63
245,progreso,90,UY,1571195628,76,-34.68,-56.22,57.272000000000034,5.1
246,sorland,75,NO,1571195628,93,67.67,12.69,35.86999999999996,2.6
247,samarai,6,PG,1571195628,66,-10.62,150.67,79.51999999999995,4.203
248,uruzgan,80,AF,1571195629,22,32.93,66.63,50.719999999999956,1.984
249,gardenstown,50,GB,1571195629,93,57.67,-2.34,46.66999999999996,3.1
250,krasnouralsk,100,RU,1571195629,80,58.36,60.04,33.61999999999996,2.918
251,saint-jean-de-maurienne,90,FR,1571195630,100,45.28,6.35,47.26400000000003,0.5
252,tatarsk,100,RU,1571195630,91,55.22,75.96,44.6,4.399
253,dunedin,100,NZ,1571195630,75,-45.87,170.5,54.266000000000005,5.36
254,tabou,98,CI,1571195630,97,4.42,-7.36,75.2,1.174
255,pionerskiy,100,RU,1571195631,90,61.2,62.86,36.68000000000004,3.695
256,price,1,US,1571195631,16,39.6,-110.81,48.469999999999956,3.6
